id,intents_gold,slots_gold,intents_pred,slots_pred
test_273_44,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_416_27,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_399_37,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_274_33,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O B-served_dish O B-location O B-datetime I-datetime O
test_210_38,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_273_45,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_165_35,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_416_28,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_442_37,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_273_46,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_442_38,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_258_38,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_269_42,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_366_37,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_259_33,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_274_34,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_366_38,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_399_38,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_210_39,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_210_40,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_360_37,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_416_29,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_313_38,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_321_46,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_402_47,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_321_47,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_366_39,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_259_34,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_274_35,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_165_36,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_259_35,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_273_47,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_399_39,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_259_36,weather/find,O O B-condition_description B-datetime O B-location I-location O,weather/find,O O B-condition_description B-datetime O B-location I-location O
test_165_37,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_399_40,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_273_48,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_399_41,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_402_48,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_269_43,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_360_38,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_313_39,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_399_42,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_258_39,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_259_37,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_372_41,weather/find,O O O O B-location I-location O,weather/find,O O O O B-location O
test_313_40,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_372_42,weather/find,O O O O B-location O,weather/find,O O O O O
test_321_48,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_402_49,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O I-location O B-datetime I-datetime I-datetime O
test_399_43,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_258_40,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_273_49,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_426_39,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_399_44,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_258_41,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_165_38,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_321_49,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_426_40,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_402_50,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_274_36,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_165_39,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_313_41,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_165_40,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_402_51,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_360_39,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_366_40,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_258_42,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_310_42,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_399_45,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location I-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location I-location
test_426_41,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_258_43,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_258_44,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_442_39,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_402_52,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_273_50,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_426_42,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_426_43,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_416_30,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_258_45,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_210_41,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_269_44,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_258_46,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_321_50,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_269_45,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_366_41,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_258_47,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_258_48,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_426_44,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_402_53,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_402_54,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_274_37,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_442_40,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_273_51,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_402_55,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_212_31,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_321_51,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_442_41,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_366_42,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_212_32,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_269_46,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_360_40,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_399_46,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_165_41,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_259_38,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_416_31,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_210_42,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_310_43,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_258_49,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_442_42,weather/find,O O O O B-location I-location B-datetime I-datetime O,weather/find,O O O O B-location I-location B-datetime I-datetime O
test_366_43,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O I-location B-datetime I-datetime O
test_321_52,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_360_41,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_273_52,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_210_43,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_165_42,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_416_32,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_310_44,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_416_33,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_402_56,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_321_53,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_310_45,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_366_44,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_274_38,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_416_34,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_259_39,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_212_33,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_212_34,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_313_42,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_310_46,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_426_45,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_273_53,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_210_44,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime O O O
test_273_54,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_426_46,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_416_35,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_273_55,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_310_47,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_402_57,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_210_45,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_442_43,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_366_45,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_259_40,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_402_58,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_313_43,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_366_46,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_274_39,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_402_59,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_258_50,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_402_60,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_313_44,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_165_43,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_442_44,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_366_47,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_402_61,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_210_46,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime O O O
test_321_54,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_372_43,weather/find,O O O O B-location O,weather/find,O O O O O
test_360_42,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_416_36,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_259_41,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_274_40,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location I-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location I-location O B-datetime I-datetime O
test_212_35,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_372_44,weather/find,O O O O B-location O,weather/find,O O O O O
test_416_37,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_310_48,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_372_45,weather/find,O O O O B-location O,weather/find,O O O O O
test_165_44,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_259_42,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_274_41,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_274_42,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_426_47,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_310_49,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_399_47,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_360_43,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O I-location B-datetime I-datetime O
test_402_62,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_258_51,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_274_43,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_269_47,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_442_45,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_165_45,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_442_46,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_269_48,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_258_52,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_366_48,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_399_48,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location I-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location I-location
test_273_56,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_274_44,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_273_57,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_258_53,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_442_47,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_402_63,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_274_45,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_210_47,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_313_45,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_212_36,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_402_64,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_259_43,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_210_48,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_165_46,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_212_37,weather/find,O B-datetime O O B-location I-location,weather/find,O B-datetime O O B-location I-location
test_366_49,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_212_38,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_313_46,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_399_49,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_360_44,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_426_48,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_372_46,weather/find,O O O O B-location O,weather/find,O O O O O
test_273_58,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_259_44,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_321_55,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_313_47,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_360_45,weather/find,O O O O B-location B-location I-location B-datetime I-datetime O,weather/find,O O O O O B-location I-location B-datetime I-datetime O
test_259_45,weather/find,O O B-condition_description B-datetime O B-location I-location O,weather/find,O O B-condition_description B-datetime O B-location I-location O
test_416_38,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_426_49,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_366_50,weather/find,O O B-condition_temperature O B-location I-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location I-location B-datetime I-datetime O
test_269_49,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location I-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location I-location O
test_310_50,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_259_46,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_426_50,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_416_39,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_360_46,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_402_65,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_416_40,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_416_41,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
